"CNPJ";"Beneficiário";"Nome Fantasia";"UF";"Município";"CNAE";"Benefício Fiscal";"Valor Renunciado(R$)";
"09.529.870/0001-27";"GUEPARDO VANS SERVICOS DE LOCACOES LTDA";"GUEPARDO";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"12.278,49";
"00.663.648/0001-48";"INSPECTORATE DO BRASIL INSPECOES LTDA.";"INSPECTORATE";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"COFINS";"12.326,00";
"58.145.988/0001-67";"METALOCK BRASIL LTDA.";"METALOCK BRASIL";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"12.568,00";
"02.687.240/0001-31";"NST - TERMINAIS E LOGISTICA S/A";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Programa de Alimentação do Trabalhador";"12.597,59";
"03.998.869/0009-12";"CTC INFRA & CONSTRUCOES LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"12.683,00";
"29.445.503/0001-52";"MTM TRADING LTDA";"MTM TRADING GLOBAL";"SÃO PAULO";"SANTOS";"46346 - Comércio atacadista de carnes, produtos da carne e pescado";"Imposto de Importação";"12.702,00";
"45.050.663/0009-06";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"PIS";"12.789,00";
"17.567.980/0001-01";"TRON COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47822 - Comércio varejista de calçados e artigos de viagem";"COFINS";"12.807,00";
"66.706.086/0001-80";"LIBRA MAO DE OBRA ESPECIALIZADA LTDA";"";"SÃO PAULO";"SANTOS";"78205 - Locação de mão-de-obra temporária";"Programa de Alimentação do Trabalhador";"12.811,01";
"15.202.367/0001-65";"BRAZILIAN OCEAN LTDA";"BRAZILIAN OCEAN";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"IPI";"13.001,00";
"19.916.528/0001-33";"CV ENGENHARIA E NEGOCIOS LTDA";"***************";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"IPI";"13.206,00";
"30.119.943/0001-07";"VEM QUE TEM IMPORTADORA E EXPORTADORA LTDA";"VEM QUE TEM";"SÃO PAULO";"SANTOS";"47555 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"IPI";"13.316,00";
"09.667.110/0002-67";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTDA.";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTD";"SÃO PAULO";"SANTOS";"30911 - Fabricação de motocicletas";"COFINS";"13.421,00";
"09.529.003/0001-91";"VECONINTER SERVICOS ADMINISTRATIVOS MARITIMOS LTDA.";"";"SÃO PAULO";"SANTOS";"82911 - Atividades de cobrança e informações cadastrais";"Programa de Alimentação do Trabalhador";"13.701,57";
"07.385.199/0001-62";"UNA COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"UNA TRADE";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"PIS";"13.714,00";
"53.004.313/0001-84";"FERTIMPORT S/A";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Empresa Cidadã";"13.781,93";
"10.140.658/0001-52";"CONTRAIL LOGISTICA S.A.";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa de Alimentação do Trabalhador";"13.882,50";
"57.246.266/0001-36";"HIPERCON TERMINAIS DE CARGAS LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"14.102,61";
"19.028.847/0001-02";"WINGS LOGISTICA E COMERCIO INTERNACIONAL LTDA";"WINGS LOGISTICA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"COFINS";"14.170,00";
"27.206.917/0001-01";"LH DO BRASIL COMERCIO VAREJISTA E ATACADISTA  LTDA";"LUCY HOME";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"COFINS";"14.208,00";
"05.200.773/0001-35";"POSTO DYSTAK LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"47318 - Comércio varejista de combustíveis para veículos automotores";"Programa de Alimentação do Trabalhador";"14.371,67";
"15.202.367/0001-65";"BRAZILIAN OCEAN LTDA";"BRAZILIAN OCEAN";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"Imposto de Importação";"14.402,00";
"58.213.380/0001-22";"HOSPITAL SAO LUCAS DE SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"86101 - Atividades de atendimento hospitalar";"COFINS";"14.470,00";
"05.061.157/0001-40";"BOWLINE MARINE & CARGO CONSULTANTS LTDA";"";"SÃO PAULO";"SANTOS";"71197 - Atividades técnicas relacionadas à arquitetura e engenharia";"COFINS";"14.543,00";
"17.936.601/0001-03";"TRANSITOS DE EXTREMADURAS COMERCIO E SERVICOS,IMPORTACAO E EXPORTACAO DE PRODUTOS EM GERAL LTDA";"TRANSITOS DE EXTREMADURAS";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Imposto de Importação";"14.701,00";
"26.840.545/0001-08";"DEEP LOGISTICA DEDICADA E PORTUARIA LTDA";"DEEP LOGISTICA DEDICADA E PORTUARIA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"14.767,12";
"04.211.171/0001-10";"RUIVO & RUIVO COMERCIO DE ADESIVOS E LETREIROS LTDA";"XIS DESIGN COMUNICACAO VISUAL";"SÃO PAULO";"SANTOS";"32990 - Fabricação de produtos diversos não especificados anteriormente";"IPI";"14.959,00";
"43.030.998/0001-80";"BARATAO DAS TINTAS RONDON LTDA";"";"SÃO PAULO";"SANTOS";"47415 - Comércio varejista de tintas e materiais para pintura";"Programa de Alimentação do Trabalhador";"15.174,09";
"27.875.063/0001-48";"F A DE S S DA LUZ IMPORTACAO E EXPORTACAO";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"COFINS";"15.274,00";
"32.597.053/0001-28";"MARCEL MORAES SANTOS";"ROXO TREINAMENTO";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"15.639,66";
"09.067.820/0001-75";"PROCFIT GESTAO ORIENTADA A PROCESSOS LTDA";"";"SÃO PAULO";"SANTOS";"62031 - Desenvolvimento e licenciamento de programas de computador não-customizáveis";"Programa de Alimentação do Trabalhador";"15.768,13";
"42.492.541/0001-24";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO LTDA";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"COFINS";"15.845,00";
"10.633.322/0001-21";"MAURICIO LUIZ BELCHIOR";"BELK'S COMPANY";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"Imposto de Importação";"15.845,00";
"26.848.429/0001-27";"GRANPRIME TRANSPORTES E LOCACOES LTDA";"GRANPRIME VANS";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"15.899,76";
"17.567.980/0001-01";"TRON COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47822 - Comércio varejista de calçados e artigos de viagem";"Imposto de Importação";"15.926,00";
"02.415.583/0001-47";"IGREJA MUNDIAL DO PODER DE DEUS";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"15.975,00";
"58.178.393/0001-08";"RADIO A TRIBUNA DE SANTOS LIMITADA";"RADIO A TRIBUNA";"SÃO PAULO";"SANTOS";"60101 - Atividades de rádio";"Programa de Alimentação do Trabalhador";"16.025,82";
"05.210.375/0001-08";"TRISKEL BRAZIL LTDA";"";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"IPI";"16.058,00";
"11.786.350/0001-41";"CONTROL QUALITY INSPECOES,ANALISES E SERVICOS LTDA";"CONTROL QUALITY INPECOES,ANALISES E SERVIOS LTDA";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"16.078,15";
"00.663.648/0001-48";"INSPECTORATE DO BRASIL INSPECOES LTDA.";"INSPECTORATE";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"Imposto de Importação";"16.203,00";
"09.260.988/0001-00";"DONNI COMERCIO DE MOBILIARIO CORPORATIVO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"IPI";"16.741,00";
"11.448.459/0001-79";"THE BIRD ENTRETENIMENTO LTDA";"THE BIRD ENTRETENIMENTO";"SÃO PAULO";"SANTOS";"59111 - Atividades de produção cinematográfica, de vídeos e de programas de televisão";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"16.981,44";
"74.461.088/0001-85";"PONEY TOUR TRANSPORTE, LOCACAO E AGENCIA DE TURISMO LTDA";"";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"17.007,16";
"29.445.503/0001-52";"MTM TRADING LTDA";"MTM TRADING GLOBAL";"SÃO PAULO";"SANTOS";"46346 - Comércio atacadista de carnes, produtos da carne e pescado";"IPI";"17.176,00";
"01.294.715/0001-67";"KALMAR BRAZIL LTDA";"KALMAR BRAZIL";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"PIS";"17.196,00";
"05.061.157/0001-40";"BOWLINE MARINE & CARGO CONSULTANTS LTDA";"";"SÃO PAULO";"SANTOS";"71197 - Atividades técnicas relacionadas à arquitetura e engenharia";"Imposto de Importação";"17.206,00";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Pronon - Programa Nacional de Apoio à Atenção Oncológica";"17.360,00";
"09.089.219/0002-64";"IMPORTADORA DE SEMENTES RESULTADO LTDA";"IMPORTADORA DE SEMENTES RESULTADO";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"PIS";"17.451,00";
"07.219.564/0001-69";"REMAH TRADE EXPORTADORA E IMPORTADORA LTDA";"";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"PIS";"17.513,00";
"58.138.058/0031-00";"EUDMARCO S.A. SERVICOS E COMERCIO INTERNACIONAL";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"IPI";"17.649,00";
"42.492.541/0001-24";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO LTDA";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"Imposto de Importação";"17.734,00";
"44.983.435/0002-50";"GRANEL QUIMICA LTDA";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"PIS";"18.067,00";
"09.667.110/0002-67";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTDA.";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTD";"SÃO PAULO";"SANTOS";"30911 - Fabricação de motocicletas";"Imposto de Importação";"18.198,00";
"71.628.184/0001-87";"POTHIMAR TECNOLOGIA & AMBIENTAL LTDA";"";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"PIS";"18.243,00";
"17.042.473/0001-54";"INOVE RAMOS MANUTENCAO INDUSTRIAL LTDA";"INV ENGENHARIA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"18.647,61";
"17.769.837/0001-00";"CABANGU INTERNET LTDA";"SDNET";"MINAS GERAIS";"SANTOS DUMONT";"61108 - Telecomunicações por fio";"Programa de Alimentação do Trabalhador";"18.650,64";
"45.557.022/0001-95";"TRANSBRASA TRANSITARIA BRASILEIRA LTDA";"TRANSBRASA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Fundos de Direitos da Criança e do Adolescente";"18.920,00";
"15.249.751/0001-13";"L. S. DE SOUSA COMERCIAL LTDA";"TIGER COMMERCE";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"COFINS";"18.928,00";
"01.773.119/0001-60";"EMPRESA DE COMUNICACAO PRM LTDA";"";"SÃO PAULO";"SANTOS";"60217 - Atividades de televisão aberta";"COFINS";"19.012,00";
"30.119.943/0001-07";"VEM QUE TEM IMPORTADORA E EXPORTADORA LTDA";"VEM QUE TEM";"SÃO PAULO";"SANTOS";"47555 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"Imposto de Importação";"19.045,00";
"06.315.338/0205-78";"COFCO INTERNATIONAL BRASIL S.A.";"COFCO INTL";"SÃO PAULO";"SANTOS";"46320 - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"PIS";"19.184,00";
"00.034.616/0001-83";"COMPANHIA DE ENGENHARIA DE TRAFEGO DE SANTOS - CET - SANTOS";"CET - SANTOS";"SÃO PAULO";"SANTOS";"84116 - Administração pública em geral";"Programa de Alimentação do Trabalhador";"19.303,13";
"16.918.525/0001-40";"S. M. COMISSARIA DE DESPACHOS LTDA";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"PIS";"19.327,00";
"38.691.325/0004-83";"CEDIC CENTRO DIFUSOR DE CULTURA LTDA";"CEDIC INTERNATIONAL LTD";"SÃO PAULO";"SANTOS";"46478 - Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"PIS";"19.535,00";
"04.272.637/0001-98";"AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Fundos do Idoso";"20.000,00";
"07.247.975/0001-68";"TECNICAS NUTRICIONAIS ALIMENTACAO EMPRESARIAL LTDA";"";"SÃO PAULO";"SANTOS";"56201 - Serviços de catering, bufê e outros serviços de comida preparada";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"20.002,34";
"33.966.082/0001-82";"SET PORT LOGISTICA LTDA";"SET PORT LOGISTICS";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"PIS";"20.137,00";
"07.483.834/0001-44";"SANSAFETY DO BRASIL FABRICACAO E IMPORTACAO DE EQUIPAMENTOS LTDA";"SANSAFETY DO BRASIL";"SÃO PAULO";"SANTOS";"47814 - Comércio varejista de artigos do vestuário e acessórios";"COFINS";"20.359,00";
"58.780.453/0001-68";"SAT SISTEMA A TRIBUNA DE COMUNICACAO-SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"60217 - Atividades de televisão aberta";"PIS";"21.152,00";
"12.043.608/0001-82";"BULKBRAZ MARITIMA LTDA";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"PIS";"21.551,00";
"03.512.840/0001-21";"A.P.O - ASSESSORIA PERSONALIZADA ORGANIZACIONAL LTDA";"A.P.O. ASSESSORIA PERSONALIZADA";"SÃO PAULO";"SANTOS";"82113 - Serviços combinados de escritório e apoio administrativo";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"21.558,00";
"05.515.245/0001-75";"PIATEC CONSTRUCOES LTDA";"NAO POSSUI NOME FANTASIA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Fundos de Direitos da Criança e do Adolescente";"21.609,38";
"32.875.314/0001-24";"RV CARVALHO LONGUINE LTDA";"RV CARVALHO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"21.760,00";
"15.249.751/0001-13";"L. S. DE SOUSA COMERCIAL LTDA";"TIGER COMMERCE";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"IPI";"22.361,00";
"02.378.779/0001-09";"MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA";"MSC MEDITERRANEAN";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Fundos de Direitos da Criança e do Adolescente";"22.500,00";
"02.390.435/0001-15";"ECOPORTO SANTOS S.A.";"ECOPORTO SANTOS";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Empresa Cidadã";"22.549,61";
"55.678.759/0001-10";"HIDROTOP CONSTRUCOES, IMPORTACAO E COMERCIO LTDA";"HIDROTOP";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"PIS";"22.616,00";
"08.783.287/0001-85";"APL SOLUCOES DE LOGISTICA LTDA.";"APL LOGISTICA DO BRASIL";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Empresa Cidadã";"22.636,05";
"33.943.318/0001-65";"RAPHAEL MATOS DE PAULA";"CLASSY DECOR";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"Imposto de Importação";"22.667,00";
"16.819.589/0001-94";"MIX TRANSPORTE E TURISMO LTDA";"MIX TRANSPORTES";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"22.747,25";
"00.622.992/0001-99";"GREVILLE ASSESSORIA LTDA";"GREVILLE ASSESSORIAS";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"IPI";"23.001,00";
"58.138.769/0001-50";"CINEMA E BOMBONIERE ROXY LTDA";"";"SÃO PAULO";"SANTOS";"59146 - Atividades de exibição cinematográfica";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"23.381,55";
"19.028.847/0001-02";"WINGS LOGISTICA E COMERCIO INTERNACIONAL LTDA";"WINGS LOGISTICA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"IPI";"23.538,00";
"62.303.888/0001-99";"RADIO CULTURA FM SANTOS LTDA.";"MIX FM SANTOS";"SÃO PAULO";"SANTOS";"60101 - Atividades de rádio";"COFINS";"23.570,00";
"18.395.435/0001-48";"ALFA LULA ALTO OPERACOES MARITIMAS LTDA";"";"SÃO PAULO";"SANTOS";"09106 - Atividades de apoio à extração de petróleo e gás natural";"Programa de Alimentação do Trabalhador";"23.795,26";
"58.156.084/0001-37";"INDAIA LOGISTICA INTERNACIONAL LTDA";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa de Alimentação do Trabalhador";"23.941,91";
"23.063.656/0001-59";"BM VANS E ONIBUS LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"24.038,42";
"08.779.731/0001-99";"AGM TRANSPORTES E TURISMO LTDA";"AGM";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"24.267,59";
"08.783.287/0001-85";"APL SOLUCOES DE LOGISTICA LTDA.";"APL LOGISTICA DO BRASIL";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"COFINS";"24.369,00";
"19.028.847/0001-02";"WINGS LOGISTICA E COMERCIO INTERNACIONAL LTDA";"WINGS LOGISTICA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Imposto de Importação";"24.431,00";
"17.936.601/0001-03";"TRANSITOS DE EXTREMADURAS COMERCIO E SERVICOS,IMPORTACAO E EXPORTACAO DE PRODUTOS EM GERAL LTDA";"TRANSITOS DE EXTREMADURAS";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"PIS";"24.529,00";
"14.219.382/0001-53";"DINNA IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"PIS";"24.570,00";
"00.945.362/0003-17";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COFINS";"25.062,00";
"33.943.318/0001-65";"RAPHAEL MATOS DE PAULA";"CLASSY DECOR";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"IPI";"25.311,00";
"00.831.373/0053-35";"LOUIS DREYFUS COMPANY SUCOS S.A";"LOUIS DREYFUS COMPANY SUCOS";"SÃO PAULO";"SANTOS";"10333 - Fabricação de sucos de frutas, hortaliças e legumes";"COFINS";"25.342,00";
"57.728.743/0001-08";"TV MAR LTDA";"RECORD TV LITORAL E/OU RECORD TV VALE";"SÃO PAULO";"SANTOS";"60217 - Atividades de televisão aberta";"PIS";"25.533,00";
"04.027.894/0001-64";"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.";"DUPATRI HOSPITALAR";"SÃO PAULO";"SANTOS";"46443 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"Incentivo ao Desporto";"26.003,34";
"04.027.894/0001-64";"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.";"DUPATRI HOSPITALAR";"SÃO PAULO";"SANTOS";"46443 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"Fundos de Direitos da Criança e do Adolescente";"26.003,34";
"04.211.171/0001-10";"RUIVO & RUIVO COMERCIO DE ADESIVOS E LETREIROS LTDA";"XIS DESIGN COMUNICACAO VISUAL";"SÃO PAULO";"SANTOS";"32990 - Fabricação de produtos diversos não especificados anteriormente";"COFINS";"26.163,00";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Fundos do Idoso";"26.495,72";
"27.206.917/0001-01";"LH DO BRASIL COMERCIO VAREJISTA E ATACADISTA  LTDA";"LUCY HOME";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"Imposto de Importação";"26.501,00";
"58.183.401/0001-04";"A TRIBUNA DE SANTOS JORNAL E EDITORA LIMITADA";"A TRIBUNA";"SÃO PAULO";"SANTOS";"58123 - Edição de jornais";"PIS";"26.707,00";
"09.529.870/0001-27";"GUEPARDO VANS SERVICOS DE LOCACOES LTDA";"GUEPARDO";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"27.285,72";
"12.605.262/0001-69";"RR FALCAO TRANSP E LOCACAO LIMITADA";"RR FALCAO";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"27.447,57";
"15.249.751/0001-13";"L. S. DE SOUSA COMERCIAL LTDA";"TIGER COMMERCE";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"Imposto de Importação";"27.460,00";
"07.446.705/0001-86";"BEM BAIXADA SANTISTA EMERGENCIAS MEDICAS LTDA. EM RECUPERACAO JUDICIAL";"";"SÃO PAULO";"SANTOS";"86224 - Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências";"Programa de Alimentação do Trabalhador";"27.568,79";
"31.060.811/0001-01";"PV8 SBC PECAS PARA AR CONDICIONADO AUTOMOTIVO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"27.698,00";
"19.916.528/0001-33";"CV ENGENHARIA E NEGOCIOS LTDA";"***************";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"COFINS";"27.857,00";
"02.451.861/0001-11";"RRPJ CAFE - ASSESSORIA E REPRESENTACAO LTDA";"";"SÃO PAULO";"SANTOS";"46184 - Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"27.958,00";
"05.488.675/0001-45";"ARGUS BRASIL SERVICOS E COMERCIO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"28.705,00";
"04.272.637/0001-98";"AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"COFINS";"29.125,00";
"05.642.817/0001-87";"MULTI-MED - PRESTACAO DE SERVICOS NA AREA DA SAUDE LTDA";"MULTI-MED";"SÃO PAULO";"SANTOS";"86305 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"Programa de Alimentação do Trabalhador";"29.177,28";
"06.863.128/0001-65";"MAVIMAR TRANSPORTES, DESPACHOS E SERVICOS LTDA";"MAVIMAR TRANSPORTES";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"29.205,41";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Fundos de Direitos da Criança e do Adolescente";"29.360,00";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Incentivo ao Desporto";"29.360,00";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Pronas/PCD - Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência";"29.360,00";
"71.628.184/0001-87";"POTHIMAR TECNOLOGIA & AMBIENTAL LTDA";"";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"IPI";"29.508,00";
"23.301.061/0001-94";"COSTAMAR COMERCIO DE IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"46125 - Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos";"PIS";"29.550,00";
